Student_ID,Prediction_Band,Primary_Risk_Factors,Intervention_Status,Risk_Probability
649701,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,99.4%
656642,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,40.0%
183806,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,40.0%
684704,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,40.0%
648380,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,40.0%
279572,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,40.0%
1691815,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,40.0%
594199,band_1,Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,40.0%
575200,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,40.0%
626123,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,40.0%
586423,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,40.0%
590018,band_1,High Study Load,ACTION REQUIRED: High Risk,40.0%
415695,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,40.0%
575039,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,40.0%
602026,band_1,Low Early Assessment Score | Low Active Days,ACTION REQUIRED: High Risk,40.0%
483479,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,40.0%
310088,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,40.0%
528698,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,40.0%
2068627,band_1,High Study Load,ACTION REQUIRED: High Risk,40.0%
607896,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,40.0%
586962,band_1,Low Total Clicks | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,40.0%
1332514,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,40.0%
182468,band_1,High Study Load,ACTION REQUIRED: High Risk,40.0%
2388623,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,40.0%
634500,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,40.0%
556972,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,40.0%
574347,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,40.0%
587423,band_1,High Study Load,ACTION REQUIRED: High Risk,40.0%
581806,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,40.0%
685657,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
2340746,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.9%
639238,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.9%
681751,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.9%
611635,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.9%
604534,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.9%
552789,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.9%
632113,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
260565,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.9%
400091,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.9%
629342,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.9%
245987,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
536188,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.9%
145130,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.9%
692164,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.9%
562465,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.9%
414350,band_1,Late Assessment Submission | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,39.9%
69703,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,39.9%
572880,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.9%
370089,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.9%
643323,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.9%
582591,band_1,High Study Load,ACTION REQUIRED: High Risk,39.9%
106553,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
586036,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.9%
525885,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.9%
648476,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
509029,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.9%
344199,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.9%
515977,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
189117,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
539308,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,39.9%
152320,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.9%
2619719,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.9%
696019,band_1,Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,39.9%
477161,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.9%
679457,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.9%
392213,band_1,Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,39.9%
602827,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.9%
237891,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,39.9%
490024,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,39.9%
696659,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.8%
628642,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
617119,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.8%
505754,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.8%
342949,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
572783,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
588971,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.8%
2541120,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
1732956,band_1,Low Early Assessment Score | High Study Load,ACTION REQUIRED: High Risk,39.8%
632124,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
499446,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.8%
523872,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
2232218,band_1,High Study Load,ACTION REQUIRED: High Risk,39.8%
629607,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
382575,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.8%
624514,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
245494,band_1,High Study Load,ACTION REQUIRED: High Risk,39.8%
519078,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
599314,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
610380,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.8%
586818,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.8%
560652,band_1,Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
622760,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
470461,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.8%
277880,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.8%
635109,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
116518,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
236498,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
695655,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
367309,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.8%
545179,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.8%
694473,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
553841,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
582039,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.8%
289221,band_1,Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,39.8%
586440,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
568019,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
534346,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
594576,band_1,High Study Load,ACTION REQUIRED: High Risk,39.8%
528056,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
636464,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.8%
607678,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
642496,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.8%
581770,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,39.8%
522650,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.8%
414247,band_1,High Study Load,ACTION REQUIRED: High Risk,39.8%
549706,band_1,Low Active Days | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.8%
564262,band_1,High Study Load,ACTION REQUIRED: High Risk,39.8%
2195479,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
608578,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.7%
2149735,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
600869,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.7%
625067,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.7%
2051035,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
581178,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
609979,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.7%
544978,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
692936,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
534983,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
620000,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
588265,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
599769,band_1,High Study Load,ACTION REQUIRED: High Risk,39.7%
324948,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
2568893,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
573864,band_1,High Study Load,ACTION REQUIRED: High Risk,39.7%
698347,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.7%
313246,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
583102,band_1,Low Total Clicks | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
624879,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
485519,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.7%
480815,band_1,High Study Load,ACTION REQUIRED: High Risk,39.7%
386952,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
682758,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
656987,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
557451,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
559551,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
646502,band_1,Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
554664,band_1,High Study Load,ACTION REQUIRED: High Risk,39.7%
507115,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
630286,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
472949,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.7%
687112,band_1,High Study Load,ACTION REQUIRED: High Risk,39.7%
614059,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
585963,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.7%
2455578,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.7%
2653689,band_1,High Study Load,ACTION REQUIRED: High Risk,39.7%
552902,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.7%
156358,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.7%
369319,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
650682,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
617472,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
632133,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
1982845,band_1,Below-Average Engagement | Late Assessment Submission | Previous Attempts,ACTION REQUIRED: High Risk,39.6%
594052,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
1889752,band_1,Low Early Assessment Score | High Study Load,ACTION REQUIRED: High Risk,39.6%
2280739,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.6%
677155,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.6%
191797,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
535390,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.6%
594901,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.6%
675566,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
511676,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
598028,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
154027,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
164935,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
599857,band_1,High Study Load,ACTION REQUIRED: High Risk,39.6%
561880,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.6%
616646,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
623641,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
604905,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
2051699,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.6%
589389,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
559469,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
1442991,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,39.6%
340647,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
693182,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
497278,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
689399,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,39.6%
529723,band_1,Low Early Assessment Score | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
589691,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.6%
379210,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
605993,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
260179,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
57079,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
682051,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
631573,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.6%
624569,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.6%
341854,band_1,Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.6%
579164,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.6%
493443,band_1,Low Early Assessment Score | Previous Attempts,ACTION REQUIRED: High Risk,39.6%
517263,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.6%
581486,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.6%
586054,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.5%
690046,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.5%
1732219,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
524295,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.5%
643481,band_1,High Study Load,ACTION REQUIRED: High Risk,39.5%
613988,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.5%
544271,band_1,Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
581614,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
647485,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
575602,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
572265,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
675261,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
584762,band_1,High Study Load,ACTION REQUIRED: High Risk,39.5%
558914,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
612882,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.5%
505899,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
597316,band_1,High Study Load,ACTION REQUIRED: High Risk,39.5%
547737,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.5%
534037,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
550024,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
627509,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
409698,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
425997,band_1,High Study Load,ACTION REQUIRED: High Risk,39.5%
579571,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
612252,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
592810,band_1,High Study Load,ACTION REQUIRED: High Risk,39.5%
598501,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.5%
625995,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
1360878,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
478517,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,39.5%
297218,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.5%
627327,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.5%
628954,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
588133,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,39.5%
638007,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.5%
484574,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
474246,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.5%
584601,band_1,High Study Load,ACTION REQUIRED: High Risk,39.5%
2182333,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.5%
634433,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
590408,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.4%
682787,band_1,Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
516496,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.4%
519387,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
542291,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
141506,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
534014,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.4%
613416,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.4%
580469,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.4%
647865,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.4%
583954,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.4%
561873,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
629820,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.4%
2643002,band_1,Low Early Assessment Score,ACTION REQUIRED: High Risk,39.4%
653374,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
544898,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.4%
559381,band_1,Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
379843,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.4%
1644328,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
322106,band_1,Previous Attempts,ACTION REQUIRED: High Risk,39.4%
2083576,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
546547,band_1,Previous Attempts,ACTION REQUIRED: High Risk,39.4%
674509,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.4%
631925,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.4%
503838,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.4%
288655,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
589469,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,39.4%
608134,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.4%
240755,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.4%
571800,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.4%
587506,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.4%
230081,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.4%
588781,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.4%
472060,band_1,Below-Average Engagement | Late Assessment Submission | Previous Attempts,ACTION REQUIRED: High Risk,39.3%
467901,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.3%
571382,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.3%
598032,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
625033,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.3%
102952,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
690695,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
558308,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
564144,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
473491,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.3%
179081,band_1,High Study Load,ACTION REQUIRED: High Risk,39.3%
570689,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
335764,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.3%
625544,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.3%
432232,band_1,Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
567880,band_1,High Study Load,ACTION REQUIRED: High Risk,39.3%
1442215,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
558963,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
526741,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
574720,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
490894,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,39.3%
502779,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.3%
157308,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.3%
274964,band_1,High Study Load,ACTION REQUIRED: High Risk,39.3%
34068,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
401486,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
592444,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,39.3%
433151,band_1,Below-Average Engagement | Late Assessment Submission | Previous Attempts,ACTION REQUIRED: High Risk,39.3%
2590531,band_1,High Study Load,ACTION REQUIRED: High Risk,39.3%
154073,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,39.3%
612568,band_1,Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
2598509,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
684931,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
539922,band_1,Strong Early Engagement Profile,ACTION REQUIRED: High Risk,39.3%
351050,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
506289,band_1,Previous Attempts,ACTION REQUIRED: High Risk,39.3%
633292,band_1,Below-Average Engagement,ACTION REQUIRED: High Risk,39.3%
560064,band_1,Late Assessment Submission,ACTION REQUIRED: High Risk,39.3%
